geo,name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
blz,Belize,10858,12074,13483,14737,15722,16428,17220,17593,17689,17689,17826,18340,18603,18786,19010,19342,19595,20042,20616,21194,21666,22293,22868,23357,23735,23992,24277,24268,24125,24122,24468,24724,25480,26587,27711,28612,29711,30264,30404,30383,30398,30388,30406,30505,30801,31514,32745,33956,35183,36325,37201,37708,38055,38225,38270,38249,37919,37751,37724,37786,37828,37507,37616,37966,38336,38586,39095,39307,39320,39323,39446,39549,39803,40150,40462,40636,40821,40833,40704,40519,40336,40045,39841,39692,39542,39335,39123,38913,38693,38468,38243,38053,37865,37677,37486,37290,37127,36960,36795,36626,36453,36300,36157,36011,35861,35692,35540,35379,35203,35024,34839,34656,34492,34333,34167,33983,33817,33649,33473,33291,33108,32937,32783,32637,32487,32325,32192,32063,31932,31798,31657,31540,31433,31328,31218,31099,31000,30908,30816,30716,30599,30502,30404,30303,30191,30063,29947,29840,29735,29620,29488
bol,Bolivia,496236,507128,516058,524103,532423,542318,554861,564535,572795,581382,592136,606847,619195,630444,641838,654884,672466,686190,697844,709671,723990,742686,758799,773672,788538,804810,825396,842273,856633,869731,883194,901192,913584,922921,932612,945721,961801,978573,996065,1013338,1030271,1052057,1066860,1077024,1086076,1097103,1110135,1121847,1132938,1143421,1153640,1165984,1175489,1182636,1187942,1192173,1197731,1198440,1196198,1193598,1192606,1190291,1191066,1193839,1196227,1196639,1198939,1196691,1191638,1187090,1185499,1184402,1187310,1192967,1198695,1202814,1210606,1213467,1212706,1210723,1209305,1207841,1206125,1204347,1202188,1199509,1196938,1194366,1191550,1188230,1184273,1181632,1177326,1171854,1166025,1160473,1155749,1151158,1146617,1141784,1136506,1132692,1127667,1121842,1115935,1110491,1106119,1102180,1098430,1094319,1089521,1086324,1081439,1075318,1068700,1062128,1056091,1050158,1044242,1038052,1031401,1025703,1019533,1012943,1006089,999093,993155,986924,980496,973992,967517,962162,956903,951620,946099,940214,935650,930298,924372,918236,912130,906822,901753,896764,891569,885914,881403,876317,870602,864453,858162
bra,Brazil,8983598,9443394,9815019,10157097,10479771,10799322,11149045,11457161,11742664,12034190,12357416,12690234,13052656,13423392,13762468,14046521,14377234,14555512,14627503,14665453,14726497,14755273,14814487,14914395,15057052,15246201,15475710,15772557,16113886,16471396,16829146,17299745,17666768,17940535,18130476,18249974,18363297,18306709,18140565,17947734,17786870,17509239,17382657,17365021,17384448,17389023,17456822,17506465,17522393,17495772,17423695,17411718,17238868,16957671,16639022,16335226,15954056,15642560,15392989,15182479,14994049,14818619,14721699,14675481,14650497,14627451,14700497,14704398,14654251,14571950,14475093,14384846,14235073,14048403,13849643,13655339,13409194,13224150,13079921,12944950,12796400,12670753,12537915,12397078,12255297,12117767,12010744,11887408,11755699,11624613,11501387,11388161,11286130,11193255,11104497,11016372,10944603,10873720,10802136,10728608,10652179,10591211,10520417,10442061,10359320,10274291,10194371,10115031,10035584,9954340,9869659,9793182,9718918,9644661,9567919,9486841,9419831,9347885,9272183,9195554,9119947,9056106,8997181,8941030,8883709,8822248,8775808,8724112,8668239,8610380,8551465,8503417,8457439,8411303,8361758,8306684,8263851,8216460,8164808,8110466,8054282,8007075,7962088,7917673,7870990,7819191,7779212,7735638,7687085,7633786,7577170
brb,Barbados,26000,27481,28537,29522,30364,30899,31180,31577,31919,32165,32392,33012,33281,33262,32985,32484,31820,30586,29045,27529,26243,24394,23353,22808,22371,21965,22919,22955,22523,22139,21973,20786,20542,20844,21146,21177,21681,21645,21236,20794,20524,20150,19944,19859,19774,19626,19525,19330,19085,18874,18703,18279,18129,18142,18174,18148,18203,18157,18036,17867,17624,17105,16653,16239,15862,15538,15240,15113,15101,15123,15120,15281,15287,15192,15087,15033,14979,14966,14983,14994,14975,14952,14913,14851,14767,14670,14571,14457,14322,14176,14017,13857,13695,13533,13373,13212,13066,12932,12810,12696,12591,12518,12452,12388,12332,12282,12267,12245,12215,12185,12147,12127,12093,12046,11984,11917,11850,11777,11698,11611,11517,11424,11335,11242,11145,11040,10956,10868,10778,10689,10600,10533,10464,10393,10323,10254,10209,10165,10120,10074,10024,9999,9961,9917,9866,9812,9767,9718,9664,9605,9526
brn,Brunei,6672,7588,9002,10392,11591,12616,14070,14890,15338,15675,16103,16234,16687,17379,18092,18678,19151,19500,19798,20211,20840,21387,22370,23617,24841,25826,27062,27783,28121,28350,28695,29064,29577,30225,30890,31481,31812,32257,32777,33384,34070,34603,35382,36295,37072,37463,37571,37217,36472,35590,34874,34474,34071,33725,33372,32946,32575,32085,31597,31337,31427,31375,32126,33300,34303,34749,35718,35336,34053,32650,31672,30088,29468,29535,29694,29540,29603,29316,28756,28165,27713,27338,27004,26729,26472,26214,25993,25798,25626,25468,25329,25251,25175,25093,25002,24899,24841,24740,24605,24441,24251,24055,23835,23592,23339,23080,22803,22556,22326,22102,21868,21668,21464,21262,21063,20878,20728,20585,20448,20315,20192,20100,20010,19921,19835,19746,19680,19608,19527,19435,19332,19238,19128,19007,18873,18729,18588,18446,18306,18157,17996,17855,17710,17567,17427,17282,17166,17057,16953,16851,16758
btn,Bhutan,31785,32152,31798,31451,31494,32041,32417,33504,35003,36586,38049,40110,41421,42266,43150,44501,45973,47656,49553,51514,53473,55690,57566,59223,60867,62680,64729,66634,68435,70150,71826,73877,75476,76845,78332,80221,82487,84935,87221,88680,88787,89327,88347,86360,84344,83192,81568,80248,79284,78478,77637,76362,75147,73945,72726,71489,70643,69743,68817,67883,66957,66128,65013,63801,62820,62309,61780,62061,62840,63560,63855,64673,64391,63336,62088,61057,59621,58627,57954,57286,56408,55518,54537,53463,52391,51368,50462,49556,48677,47850,47099,46484,45929,45427,44971,44549,44301,43999,43659,43307,42956,42697,42363,41977,41550,41091,40643,40157,39634,39084,38508,37946,37387,36823,36251,35679,35167,34646,34124,33609,33114,32712,32311,31920,31539,31173,30905,30620,30322,30021,29724,29496,29239,28958,28656,28337,28060,27750,27412,27052,26682,26338,25990,25631,25260,24876,24541,24190,23823,23455,23105
bwa,Botswana,62232,66436,72597,78243,82592,85775,91156,93485,94127,94507,95777,96198,97935,100749,103795,106470,109295,111675,113844,116351,119648,123119,126680,130556,135016,140345,146396,152845,159605,166391,172850,178999,184938,190528,195663,200348,204373,206778,207952,208605,209341,210041,211696,213962,215947,216988,218624,218622,217564,216700,216961,217753,220454,224604,229231,233746,239939,244542,247885,250648,253287,256408,259459,262501,265451,268441,270594,271747,272144,272101,271775,270241,268953,267904,266995,266160,265352,265251,265618,266195,266806,268408,269478,270190,270845,271684,272940,274026,274970,275704,276191,276708,276872,276722,276329,275718,274927,274059,273110,272070,270933,269797,268774,267796,266787,265694,264908,263977,262953,261936,260991,260306,259693,259133,258564,257944,257584,257099,256501,255797,255004,254287,253422,252452,251422,250359,249242,248243,247308,246346,245285,244326,243304,242226,241118,240003,238987,238001,237039,236084,235122,234279,233477,232698,231919,231117,230448,229757,229024,228236,227412
caf,Central African Republic,189627,194625,199837,204407,208673,213497,221330,226376,229999,233582,238389,244152,249081,253815,258827,264715,272190,278683,284499,289857,295144,303094,308731,313169,317872,324262,331358,337946,345012,353716,365033,377527,391867,407131,421511,433731,449921,461197,469335,477266,487553,496978,506692,517121,528307,540298,553963,568496,583515,598422,612987,632289,647725,660313,671727,683447,699110,712350,722856,729520,731905,739164,739462,735516,731439,730995,728606,727025,727432,730857,738242,745741,756428,769647,784075,799075,818279,832562,843374,852943,863148,873784,882431,889666,895619,900566,904858,907634,909226,910075,910611,911409,911377,910821,910124,909727,910881,911252,911135,910837,910768,912752,913159,912565,911666,911144,912078,912093,911523,910646,909805,910339,909802,908472,906634,904622,903905,901856,898854,895338,891735,889210,885834,881855,877506,873063,869889,865886,861311,856460,851654,848201,843988,839313,834532,829997,826754,823099,819161,815008,810790,807851,803877,799192,794246,789488,785441,781054,776567,772018,767302
can,Canada,1636000,1699002,1744876,1799644,1866022,1937649,1986093,2050888,2117913,2175642,2216274,2255691,2279367,2285235,2272620,2241518,2194407,2119673,2029596,1943912,1876095,1785323,1748976,1750503,1761817,1763193,1794125,1801954,1793259,1783648,1783891,1789675,1797933,1809738,1823127,1838462,1854631,1869837,1885268,1902184,1919309,1928839,1948053,1969464,1981124,1974962,1969860,1935666,1882687,1828765,1786212,1727707,1697866,1691174,1697603,1710664,1737369,1774096,1815444,1854589,1886309,1928448,1944828,1945045,1943025,1946420,1923323,1929522,1954329,1979857,1993132,2005217,2009641,2007578,2004973,2004596,1997110,1998512,2006182,2014697,2019527,2020662,2023991,2028536,2034032,2039199,2040275,2047616,2059217,2072158,2083430,2091868,2104443,2119577,2135516,2149936,2160878,2176037,2193427,2210346,2223919,2232863,2243976,2256147,2268180,2278071,2281402,2290745,2303739,2317140,2327502,2333755,2343996,2356174,2368219,2377748,2384014,2393929,2406015,2418401,2428651,2435514,2447309,2461970,2476910,2489232,2499045,2512847,2528769,2544443,2557017,2567032,2580413,2595306,2609625,2620861,2628753,2640992,2655693,2670306,2681701,2690239,2703290,2718427,2732882,2743586,2752516,2764554,2777523,2789116,2796968
che,Switzerland,421699,418312,411879,409067,409922,411626,403967,406350,414662,425918,438508,456176,471882,485280,496316,504802,516911,521125,519037,512803,504541,495016,482792,468767,453106,435304,412352,392923,376418,363251,354568,351538,352523,356772,362303,367359,376423,379432,378861,379041,383392,386963,395818,407971,418606,423550,426368,423893,416963,408319,400114,389133,379969,372775,367589,364778,363324,365154,369674,375908,383148,394246,403613,411755,419281,426325,432482,438634,444357,448926,451829,453453,454503,454972,454975,454341,451407,450104,449743,449334,447986,445952,444230,442653,441231,439809,438045,437330,437421,437946,438512,439072,440614,442842,445410,447911,450547,453789,457331,460804,463804,466556,469492,472416,475053,477022,478073,479585,481241,482597,483130,482638,482643,482871,483036,482736,481730,481768,482395,483062,483249,483443,484199,485261,486390,487258,488092,489680,491747,493883,495587,497214,499485,502028,504437,506248,507884,509997,512263,514272,515533,516449,517827,519325,520532,520986,521103,521825,522817,523644,523750
chl,Chile,953898,987498,1026801,1064247,1096709,1124906,1161396,1183100,1196158,1207398,1221902,1231872,1248399,1268672,1286551,1298077,1313034,1316827,1312531,1305873,1301128,1293503,1288073,1284974,1283167,1282037,1281633,1283645,1287065,1290524,1293273,1299814,1301287,1300824,1303697,1313666,1322604,1341972,1368117,1394715,1417470,1445246,1462056,1468905,1467634,1459639,1446074,1421186,1389133,1355302,1323269,1279623,1250460,1232375,1220303,1210670,1208005,1209337,1213015,1218119,1224229,1239892,1246899,1247696,1245002,1241297,1234806,1221136,1202880,1182968,1162223,1133473,1120107,1115963,1112117,1103050,1102159,1090045,1070660,1051950,1039413,1024568,1016601,1013970,1012119,1007824,1005195,999977,992782,985629,979724,974072,970724,968917,967156,964360,962917,960461,956978,952706,947708,942999,937505,931331,924532,917075,909172,901870,894916,887981,880727,874093,868219,862780,857463,852008,848138,844265,840338,836357,832296,829564,826877,824148,821205,817853,815462,812991,810334,807428,804166,801553,799260,797000,794316,790787,787990,784700,780922,776733,772054,767816,764029,760380,756461,751975,748504,745168,741895,738772,735893
chn,China,76507914,84563245,93412158,100066110,103393652,104036322,107199462,105600908,101814492,98482365,97302318,93588191,95314668,100961810,107733071,113776916,122132984,127869390,131381261,133719718,135731609,137993506,137774475,135767745,132478344,128344318,122140275,115985658,110225079,105337628,101594519,97160095,95948127,97244411,100283695,104540964,111670538,119337771,126508813,131415781,132966782,135940179,130485494,119699330,108543985,100534920,87267767,83038377,85061969,88138012,88692597,92185430,91696558,88294217,84782785,83125614,81929946,81825252,82746941,83852351,84639255,85667547,86363667,86717349,86882435,86938274,86896367,86536780,85911673,85041034,83932437,82445544,80910028,79350278,77819366,76341609,74714500,73505979,72590261,71802305,71032779,70661226,70174565,69617057,69086352,68661008,68504313,68263297,67987208,67713310,67474085,67298728,67155526,67019601,66839267,66577526,66347684,66001726,65567542,65095212,64613193,64090564,63626604,63193509,62748486,62264726,61825869,61365448,60888594,60413035,59949768,59536906,59133798,58743657,58365534,57997493,57694276,57403074,57116740,56825230,56522224,56304802,56055811,55776582,55477930,55172798,54925049,54668347,54399347,54111288,53799802,53511483,53200097,52878174,52548462,52197016,51874198,51559165,51228378,50872282,50498923,50196896,49885605,49570545,49252556,48926583,48684543,48428271,48150797,47856055,47559221
civ,Cote d'Ivoire,453037,469492,496103,522830,547439,571535,607829,628573,641373,654458,675103,695973,720222,748335,778109,808592,843218,873900,903776,937726,979863,1023172,1069954,1120950,1176287,1236418,1302611,1368796,1434970,1500409,1565063,1634525,1693885,1746435,1796832,1848806,1901460,1955937,2012839,2071682,2132365,2197942,2262097,2325513,2389654,2455688,2536229,2613511,2686590,2753590,2814195,2896188,2961550,3014943,3062575,3110463,3160547,3201357,3238942,3281359,3335502,3390280,3458278,3537013,3620841,3706489,3806330,3893863,3973022,4050287,4131200,4217260,4296956,4373150,4448047,4523898,4600539,4676167,4750954,4824514,4897039,4974440,5045760,5113050,5179399,5247575,5321164,5392402,5462276,5531354,5600718,5677457,5748530,5815761,5881499,5948065,6021340,6089837,6155056,6218443,6281670,6351506,6415917,6476376,6534503,6592048,6656150,6714545,6768782,6820569,6871716,6929504,6981979,7030570,7076804,7122354,7175041,7222344,7265737,7306875,7347513,7395563,7438427,7477420,7513974,7549677,7592838,7630280,7663217,7692838,7720533,7754826,7782117,7804143,7822928,7840379,7862869,7880865,7895496,7907947,7919499,7937022,7950617,7961032,7969007,7975281,7988504,7995278,7996273,7992971,7987867
cmr,Cameroon,672127,691670,708024,722024,734817,748687,768778,783496,796171,810480,829683,852935,877880,904950,933622,964151,1001659,1033911,1063385,1093574,1127765,1167266,1204854,1242470,1281844,1324982,1373582,1420646,1468155,1518674,1574603,1637243,1700498,1764583,1829094,1894429,1966961,2030695,2087950,2141623,2194375,2249394,2298230,2342861,2384847,2426031,2470443,2510417,2549514,2593544,2648084,2715567,2789252,2868689,2951589,3037409,3140007,3228443,3307310,3383171,3462007,3545138,3620128,3689871,3756345,3821982,3887247,3946819,4003013,4058540,4115703,4174399,4233256,4292705,4352897,4414597,4484252,4549148,4610926,4671775,4734046,4803927,4867219,4926436,4984469,5044073,5108633,5170232,5229854,5288045,5345780,5409279,5467040,5520786,5572865,5625462,5683391,5737822,5789354,5838010,5884362,5936550,5980728,6019400,6056131,6093890,6135605,6176924,6217790,6257219,6294987,6340137,6379041,6413314,6445443,6477601,6515536,6549755,6581210,6610599,6638833,6672351,6701734,6727666,6750812,6771972,6797910,6818579,6835154,6849021,6861466,6877620,6890526,6901040,6910251,6919197,6933001,6945802,6956860,6964500,6967881,6977528,6977819,6971368,6962220,6954340,6947121,6943269,6944579,6949381,6953197
cod,"Congo, Dem. Rep.",2170172,2211981,2234366,2255912,2287931,2337220,2393037,2455968,2524733,2598210,2677841,2780635,2863297,2934944,3009085,3098385,3205840,3305704,3403069,3500699,3602688,3722950,3827652,3924732,4025062,4139706,4276521,4405637,4531285,4655317,4780693,4930581,5063046,5187085,5315370,5462919,5635156,5787565,5939705,6118831,6350660,6615161,6897822,7190223,7463108,7688980,7939342,8131597,8286347,8448995,8666362,8933779,9214698,9519074,9848156,10206249,10611949,10993051,11362832,11737755,12134254,12566645,12970250,13355337,13730696,14107673,14504156,14858193,15184995,15502762,15827439,16159530,16483743,16805271,17127686,17457214,17819205,18160540,18489600,18818037,19158415,19539066,19890529,20222233,20543575,20865748,21218619,21529971,21812399,22080609,22348893,22634400,22893556,23132795,23356610,23571607,23807075,24005514,24178088,24339629,24503817,24689067,24858090,25015807,25165414,25312368,25491998,25641848,25770247,25887754,26004954,26151891,26272101,26373511,26464432,26553565,26668879,26762721,26839879,26904491,26961832,27045274,27100047,27133113,27153283,27168959,27207382,27226846,27230035,27217522,27191841,27191335,27158289,27102233,27036796,26973259,26929690,26884894,26838332,26785958,26726762,26702215,26653833,26587730,26513643,26440519,26394576,26335254,26265404,26184720,26093611
cog,"Congo, Rep.",131504,135443,139135,142608,146074,149916,154845,159011,162913,167079,171977,177510,183188,189147,195417,202106,209704,216875,223889,231113,238897,247484,255802,264032,272360,280986,290439,299533,308291,316632,324605,332972,339667,345318,350822,356885,362717,369595,377393,385673,394150,403314,412357,421586,431566,442726,454737,467688,481490,495858,510750,527304,542814,558227,575136,594828,615513,638124,661520,683562,702728,725637,743283,756907,768493,779694,789040,797165,804862,812951,821959,829306,840371,854156,869122,884212,902374,919163,935049,951099,968197,987449,1005989,1024100,1041813,1059268,1077507,1094646,1110940,1126717,1142228,1157867,1173244,1188299,1202846,1216787,1231315,1244909,1257779,1270271,1282674,1295754,1308577,1321200,1333616,1345878,1359195,1371898,1384187,1396383,1408768,1422242,1435561,1448634,1461186,1473087,1486110,1497402,1507522,1517395,1527689,1538320,1549802,1561654,1572932,1583026,1594559,1603725,1611100,1617727,1624363,1631260,1638259,1645242,1651811,1657730,1664639,1670758,1676129,1680893,1685190,1690574,1694953,1698541,1701613,1704505,1708073,1711404,1714771,1718182,1721348
col,Colombia,2113246,2194715,2284277,2380041,2478624,2578907,2688817,2785931,2875096,2963960,3059522,3157919,3257745,3355266,3442510,3515075,3590072,3633327,3651603,3654022,3647184,3621873,3589053,3556437,3536865,3541217,3550713,3605933,3691602,3780950,3854557,3958264,4009478,4023527,4028566,4046666,4056290,4077663,4111438,4152114,4195404,4238069,4295658,4357444,4408736,4440145,4486428,4480943,4440226,4391889,4355540,4296320,4269504,4262144,4247488,4207203,4173212,4101827,4005701,3910532,3834004,3743910,3691863,3670893,3666837,3670886,3693906,3715457,3729917,3730221,3710699,3711612,3671694,3605176,3533793,3473906,3395165,3344533,3314101,3288263,3255369,3226153,3193046,3155975,3118808,3084220,3057277,3027654,2996984,2966520,2937387,2911088,2886613,2863602,2841246,2818951,2800049,2781649,2763152,2743750,2722798,2705089,2684424,2661607,2638080,2614780,2592172,2572057,2553356,2534097,2512774,2494672,2474654,2453055,2430943,2408958,2389665,2371856,2354824,2337415,2318860,2304318,2288877,2272642,2256027,2239152,2225692,2212842,2200012,2186258,2170846,2159056,2145847,2131287,2115809,2099602,2085704,2072757,2060137,2046777,2031717,2019813,2007301,1993876,1979525,1964219,1951839,1939858,1927930,1915427,1901694
com,Comoros,22842,23975,25415,26770,27958,29050,30685,31753,32474,33072,33737,34412,35017,35622,36250,36953,37736,38456,39156,39869,40636,41523,42242,42958,43932,45418,47184,49105,51195,53341,55421,57762,59975,62051,64041,66053,68409,70347,72000,73539,75108,76631,77983,79242,80485,81761,83015,84385,85836,87303,88752,90461,92007,93465,94981,96693,98686,100639,102605,104631,106769,109158,111401,113510,115462,117259,119141,120517,121555,122492,123508,124365,125414,126608,127810,128940,130249,131366,132352,133331,134400,135662,136862,138033,139184,140340,141678,142873,143964,145014,146073,147248,148329,149331,150264,151146,152127,152950,153647,154255,154804,155415,155892,156279,156627,156984,157418,157865,158308,158695,159001,159483,159741,159852,159925,160051,160256,160508,160781,160999,161119,161395,161446,161328,161126,160905,160721,160486,160212,159902,159553,159271,158962,158618,158220,157762,157420,156940,156356,155729,155106,154542,153971,153399,152800,152160,151621,151006,150322,149606,148910
cpv,Cape Verde,19322,23715,29558,34417,37321,38409,41193,41021,39309,37613,37198,35961,36723,39030,41700,43890,46730,48431,49149,49286,48954,48008,47306,46767,46323,46115,46514,46848,47271,47985,49149,50601,52084,53597,55069,56484,58144,59387,60369,61334,62500,63383,64067,64540,64682,64453,64029,62929,61440,59950,58673,56726,55839,55624,55484,55044,55322,54740,53596,52529,52056,52054,52359,52917,53425,53685,54210,54040,53375,52579,51932,51132,50547,50121,49683,49144,48757,48175,47458,46740,46137,45697,45262,44850,44451,44081,43914,43644,43313,42971,42669,42490,42255,41983,41692,41398,41176,40900,40588,40255,39920,39630,39320,38992,38649,38303,38018,37705,37369,37023,36674,36400,36088,35756,35422,35108,34866,34624,34381,34130,33873,33702,33469,33195,32914,32650,32430,32206,31982,31750,31513,31326,31106,30859,30602,30354,30148,29926,29691,29449,29207,29021,28816,28589,28356,28126,27966,27781,27579,27368,27165
cri,Costa Rica,171349,175784,177185,180315,186525,195415,201920,212760,225629,238600,250662,265559,276242,283362,288251,292018,294833,294841,292978,290063,286736,280802,276519,274083,273876,276109,279495,287459,298533,310555,322127,338164,349396,357368,364746,373526,381619,390957,400917,409728,416160,420846,422132,420777,418359,415910,410887,407453,404776,401199,395601,390831,383605,374954,366887,360809,355020,352692,352888,353850,354447,358015,359425,359186,358329,357625,357374,356003,353875,351168,348002,343783,339858,336054,332097,327764,323234,318849,314582,310534,306785,303657,300967,298586,296288,293959,292672,290740,288400,286017,283861,282031,280400,278925,277444,275837,274589,273254,271781,270164,268388,266921,265220,263335,261309,259171,257184,255230,253269,251257,249139,247356,245606,243853,242066,240234,238919,237575,236177,234718,233205,232205,231109,229941,228708,227408,226525,225628,224670,223581,222302,221414,220359,219156,217844,216431,215316,214294,213269,212112,210732,209784,208665,207385,205995,204537,203429,202398,201421,200421,199309
cub,Cuba,775996,790826,821703,858660,884272,891514,911666,902602,880713,870493,890093,900836,970577,1075317,1173295,1236675,1322905,1333587,1291783,1240531,1211181,1150413,1138106,1157102,1169049,1147032,1127056,1061279,965289,873607,810308,730988,708686,728072,760162,786392,843972,878648,893856,898362,898651,903381,881220,844155,807301,781125,732358,721316,734542,749487,750473,762763,752063,724748,695129,672612,643806,625507,616391,611890,609309,608827,614672,623254,629773,630664,637246,628005,608413,587420,571283,547649,535985,532728,530807,525397,523220,516951,507522,498075,490742,484966,479890,475646,471604,467455,464338,460918,457219,453368,449450,446213,442585,438640,434475,430187,426235,422301,418331,414202,409808,406017,401996,397716,393292,388858,384900,380975,377167,373449,369718,366561,363510,360444,357297,354085,351639,349047,346363,343599,340704,338588,336356,333845,331035,328074,325855,323377,320733,317975,315081,312622,310053,307416,304699,301825,299572,297343,294976,292393,289633,287671,285483,283141,280708,278205,276374,274512,272572,270495,268263
